State,Case_#,Distracted
Alabama,10063,Not Distracted
Alabama,10064,Not Distracted
Alabama,10064,Not Distracted
Alabama,10065,Not Distracted
Alabama,10066,Not Distracted
Alabama,10066,Not Distracted
Alabama,10067,Not Distracted
Alabama,10068,Eating or Drinking
Alabama,10068,Not Distracted
Alabama,10069,Not Distracted
Alabama,10070,Not Distracted
Alabama,10071,Not Distracted
Alabama,10071,Not Distracted
Alabama,10072,Not Distracted
Alabama,10073,Not Distracted
Alabama,10073,Not Distracted
Alabama,10074,While Manipulating Cellular Phone
Alabama,10074,Not Distracted
Alabama,10074,Not Distracted
Alabama,10075,Not Distracted
Alabama,10075,Not Distracted
Alabama,10075,Not Distracted
Alabama,10076,Not Distracted
Alabama,10077,Not Distracted
Alabama,10078,Not Distracted
Alabama,10078,Not Distracted
Alabama,10079,Not Distracted
Alabama,10079,Not Distracted
Alabama,10080,Not Distracted
Alabama,10080,Not Distracted
Alabama,10080,Not Distracted
Alabama,10081,Not Distracted
Alabama,10082,Not Distracted
Alabama,10083,Not Distracted
Alabama,10084,Not Distracted
Alabama,10084,No Driver Present/Unknown if Driver present
Alabama,10085,Not Distracted
Alabama,10085,Not Distracted
Alabama,10086,Not Distracted
Alabama,10086,Not Distracted
Alabama,10087,Not Distracted
Alabama,10088,Not Distracted
Alabama,10089,Not Distracted
Alabama,10090,No Driver Present/Unknown if Driver present
Alabama,10090,Not Distracted
Alabama,10091,Not Distracted
Alabama,10092,Not Distracted
Alabama,10093,Not Distracted
Alabama,10093,Not Distracted
Alabama,10094,Not Distracted
Alabama,10095,Not Distracted
Alabama,10096,Not Distracted
Alabama,10097,Not Distracted
Alabama,10098,Not Distracted
Alabama,10099,Not Distracted
Alabama,10100,Not Distracted
Alabama,10101,Not Distracted
Alabama,10101,Not Distracted
Alabama,10102,Not Distracted
Alabama,10103,Not Distracted
Alabama,10104,Not Distracted
Alabama,10105,Not Distracted
Alabama,10105,Not Distracted
Alabama,10106,Not Distracted
Alabama,10106,Not Distracted
Alabama,10107,Not Distracted
Alabama,10107,Not Distracted
Alabama,10108,Not Distracted
Alabama,10108,Not Distracted
Alabama,10108,Not Distracted
Alabama,10109,Not Distracted
Alabama,10109,Not Distracted
Alabama,10110,Not Distracted
Alabama,10110,Not Distracted
Alabama,10110,Not Distracted
Alabama,10111,Not Distracted
Alabama,10112,Not Distracted
Alabama,10113,Not Distracted
Alabama,10113,Not Distracted
Alabama,10114,Not Distracted
Alabama,10115,Not Distracted
Alabama,10115,Not Distracted
Alabama,10116,Not Distracted
Alabama,10117,Not Distracted
Alabama,10117,Not Distracted
Alabama,10119,Not Distracted
Alabama,10119,Not Distracted
Alabama,10120,Not Distracted
Alabama,10120,Not Distracted
Alabama,10121,Not Distracted
Alabama,10121,Not Distracted
Alabama,10122,Not Distracted
Alabama,10122,Not Distracted
Alabama,10123,Not Distracted
Alabama,10124,Not Distracted
Alabama,10125,Not Distracted
Alabama,10126,Not Distracted
Alabama,10126,Not Distracted
Alabama,10127,Not Distracted
Alabama,10128,Not Distracted
Alabama,10129,Not Distracted
Alabama,10130,Not Distracted
Alabama,10130,Not Distracted
Alabama,10131,Not Distracted
Alabama,10132,Not Distracted
Alabama,10133,Not Distracted
Alabama,10134,Not Distracted
Alabama,10134,Not Distracted
Alabama,10135,Not Distracted
Alabama,10136,Other Cellular Phone Related
Alabama,10137,Not Distracted
Alabama,10137,Not Distracted
Alabama,10138,Not Distracted
Alabama,10139,Not Distracted
Alabama,10139,Not Distracted
Alabama,10140,Not Distracted
Alabama,10140,Adjusting Audio Or Climate Controls
Alabama,10141,Not Distracted
Alabama,10141,Not Distracted
Alabama,10141,Not Distracted
Alabama,10142,Not Distracted
Alabama,10143,Not Distracted
Alabama,10143,Not Distracted
Alabama,10143,Not Distracted
Alabama,10144,Not Distracted
Alabama,10144,Not Distracted
Alabama,10145,Not Distracted
Alabama,10145,Not Distracted
Alabama,10146,By Other Occupant(s)
Alabama,10146,Not Distracted
Alabama,10147,Not Distracted
Alabama,10148,Not Distracted
Alabama,10148,Not Distracted
Alabama,10149,Not Distracted
Alabama,10149,Not Distracted
Alabama,10150,Not Distracted
Alabama,10151,Not Distracted
Alabama,10152,Not Distracted
Alabama,10152,Not Distracted
Alabama,10152,Not Distracted
Alabama,10153,Not Distracted
Alabama,10154,"Distraction (Distracted), Details Unknown"
Alabama,10154,Not Distracted
Alabama,10154,Not Distracted
Alabama,10154,Not Distracted
Alabama,10154,Not Distracted
Alabama,10154,Not Distracted
Alabama,10155,Not Distracted
Alabama,10155,Not Distracted
Alabama,10156,Not Distracted
Alabama,10157,Not Distracted
Alabama,10157,Not Distracted
Alabama,10158,Not Distracted
Alabama,10159,Not Distracted
Alabama,10160,Not Distracted
Alabama,10160,Not Distracted
Alabama,10161,While Manipulating Cellular Phone
Alabama,10162,Not Distracted
Alabama,10162,Not Distracted
Alabama,10163,Not Distracted
Alabama,10164,Not Distracted
Alabama,10165,Not Distracted
Alabama,10166,Not Distracted
Alabama,10166,Not Distracted
Alabama,10167,Not Distracted
Alabama,10167,Not Distracted
Alabama,10168,Not Distracted
Alabama,10168,Not Distracted
Alabama,10168,Not Distracted
Alabama,10169,Not Distracted
Alabama,10170,Looked But Did Not See
Alabama,10170,Not Distracted
Alabama,10171,Not Distracted
Alabama,10171,Not Distracted
Alabama,10172,Not Distracted
Alabama,10173,Not Distracted
Alabama,10173,While Manipulating Cellular Phone
Alabama,10174,Not Distracted
Alabama,10175,Not Distracted
Alabama,10176,Not Distracted
Alabama,10177,While Talking or Listening to Cellular Phone
Alabama,10177,While Manipulating Cellular Phone
Alabama,10178,Not Distracted
Alabama,10178,Not Distracted
Alabama,10179,Adjusting Audio Or Climate Controls
Alabama,10179,Not Distracted
Alabama,10180,Not Distracted
Alabama,10181,Not Distracted
Alabama,10181,Not Distracted
Alabama,10182,Not Distracted
Alabama,10183,Not Distracted
Alabama,10184,Not Distracted
Alabama,10185,Not Distracted
Alabama,10185,Not Distracted
Alabama,10185,Not Distracted
Alabama,10185,Not Distracted
Alabama,10186,Not Distracted
Alabama,10187,Not Distracted
Alabama,10188,Not Distracted
Alabama,10189,Not Distracted
Alabama,10190,Not Distracted
Alabama,10191,Not Distracted
Alabama,10192,Not Distracted
Alabama,10193,While Manipulating Cellular Phone
Alabama,10193,Not Distracted
Alabama,10194,Not Distracted
Alabama,10195,Not Distracted
Alabama,10196,Not Distracted
Alabama,10197,Not Distracted
Alabama,10198,Not Distracted
Alabama,10199,Not Distracted
Alabama,10200,Not Distracted
Alabama,10200,Not Distracted
Alabama,10201,Not Distracted
Alabama,10202,Not Distracted
Alabama,10202,Not Distracted
Alabama,10203,Not Distracted
Alabama,10204,Not Distracted
Alabama,10204,Not Distracted
Alabama,10204,Not Distracted
Alabama,10205,Not Distracted
Alabama,10206,Not Distracted
Alabama,10207,Not Distracted
Alabama,10208,Not Distracted
Alabama,10208,Not Distracted
Alabama,10209,Not Distracted
Alabama,10209,Not Distracted
Alabama,10210,Not Distracted
Alabama,10211,Not Distracted
Alabama,10212,Not Distracted
Alabama,10212,Not Distracted
Alabama,10213,Not Distracted
Alabama,10214,Not Distracted
Alabama,10214,Not Distracted
Alabama,10215,Not Distracted
Alabama,10216,Not Distracted
Alabama,10216,Not Distracted
Alabama,10217,Not Distracted
Alabama,10217,Not Distracted
Alabama,10217,Not Distracted
Alabama,10218,Not Distracted
Alabama,10218,Not Distracted
Alabama,10219,Not Distracted
Alabama,10220,Not Distracted
Alabama,10220,Not Distracted
Alabama,10221,Not Distracted
Alabama,10221,Not Distracted
Alabama,10222,Not Distracted
Alabama,10223,Not Distracted
Alabama,10224,Not Distracted
Alabama,10225,Not Distracted
Alabama,10226,Not Distracted
Alabama,10226,Not Distracted
Alabama,10227,Not Distracted
Alabama,10227,Not Distracted
Alabama,10228,Not Distracted
Alabama,10229,Not Distracted
Alabama,10230,Not Distracted
Alabama,10231,Not Distracted
Alabama,10232,Not Distracted
Alabama,10233,Not Distracted
Alabama,10234,Not Distracted
Alabama,10234,Not Distracted
Alabama,10235,Not Distracted
Alabama,10236,Not Distracted
Alabama,10237,Not Distracted
Alabama,10238,Not Distracted
Alabama,10239,Not Distracted
Alabama,10240,Unknown if Distracted
Alabama,10240,Not Distracted
Alabama,10241,Not Distracted
Alabama,10242,Not Distracted
Alabama,10243,Not Distracted
Alabama,10244,Not Distracted
Alabama,10245,Not Distracted
Alabama,10245,Not Distracted
Alabama,10246,Not Distracted
Alabama,10247,Not Distracted
Alabama,10248,Not Distracted
Alabama,10249,Not Distracted
Alabama,10250,Not Distracted
Alabama,10251,Not Distracted
Alabama,10251,Not Distracted
Alabama,10252,Not Distracted
Alabama,10252,Not Distracted
Alabama,10252,Not Distracted
Alabama,10253,Not Distracted
Alabama,10254,Not Distracted
Alabama,10254,Not Distracted
Alabama,10255,Eating or Drinking
Alabama,10257,Not Distracted
Alabama,10258,Not Distracted
Alabama,10259,Not Distracted
Alabama,10260,Not Distracted
Alabama,10261,Not Distracted
Alabama,10261,Not Distracted
Alabama,10262,Not Distracted
Alabama,10263,Not Distracted
Alabama,10263,Not Distracted
Alabama,10264,Not Distracted
Alabama,10265,Not Distracted
Alabama,10266,Not Distracted
Alabama,10267,Not Distracted
Alabama,10267,Not Distracted
Alabama,10267,Not Distracted
Alabama,10268,Not Distracted
Alabama,10268,Not Distracted
Alabama,10269,Not Distracted
Alabama,10269,Not Distracted
Alabama,10270,Unknown if Distracted
Alabama,10271,Not Distracted
Alabama,10272,Not Distracted
Alabama,10272,Not Distracted
Alabama,10272,Not Distracted
Alabama,10272,Not Distracted
Alabama,10273,Not Distracted
Alabama,10273,Not Distracted
Alabama,10274,Not Distracted
Alabama,10274,Not Distracted
Alabama,10274,Not Distracted
Alabama,10275,Not Distracted
Alabama,10276,Not Distracted
Alabama,10276,Not Distracted
Alabama,10277,Not Distracted
Alabama,10277,Not Distracted
Alabama,10277,Not Distracted
Alabama,10278,Not Distracted
Alabama,10278,Not Distracted
Alabama,10279,Not Distracted
Alabama,10280,Not Distracted
Alabama,10281,Not Distracted
Alabama,10281,Not Distracted
Alabama,10282,Not Distracted
Alabama,10283,Not Distracted
Alabama,10284,Not Distracted
Alabama,10285,Not Distracted
Alabama,10286,Not Distracted
Alabama,10287,Not Distracted
Alabama,10288,Not Distracted
Alabama,10289,Not Distracted
Alabama,10290,Not Distracted
Alabama,10291,Not Distracted
Alabama,10291,Not Distracted
Alabama,10291,Not Distracted
Alabama,10292,Not Distracted
Alabama,10293,Not Distracted
Alabama,10294,Not Distracted
Alabama,10294,Not Distracted
Alabama,10295,Not Distracted
Alabama,10295,Not Distracted
Alabama,10296,Not Distracted
Alabama,10297,Not Distracted
Alabama,10298,Not Distracted
Alabama,10298,Not Distracted
Alabama,10299,Not Distracted
Alabama,10300,Not Distracted
Alabama,10301,Not Distracted
Alabama,10302,Not Distracted
Alabama,10302,Not Distracted
Alabama,10303,Not Distracted
Alabama,10304,Not Distracted
Alabama,10304,Not Distracted
Alabama,10305,Not Distracted
Alabama,10306,Not Distracted
Alabama,10307,Not Distracted
Alabama,10307,Not Distracted
Alabama,10308,Not Distracted
Alabama,10309,Not Distracted
Alabama,10310,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10310,Not Distracted
Alabama,10310,Not Distracted
Alabama,10311,Not Distracted
Alabama,10312,Not Distracted
Alabama,10313,By Other Occupant(s)
Alabama,10313,Not Distracted
Alabama,10314,Not Distracted
Alabama,10315,Not Distracted
Alabama,10316,Not Distracted
Alabama,10316,Not Distracted
Alabama,10317,Not Distracted
Alabama,10317,Not Distracted
Alabama,10318,Not Distracted
Alabama,10319,Not Distracted
Alabama,10320,Not Distracted
Alabama,10320,Not Distracted
Alabama,10320,Not Distracted
Alabama,10321,Not Distracted
Alabama,10322,Not Distracted
Alabama,10323,Not Distracted
Alabama,10323,Not Distracted
Alabama,10324,Not Distracted
Alabama,10324,Not Distracted
Alabama,10325,Not Distracted
Alabama,10326,Not Distracted
Alabama,10327,"Distraction (Distracted), Details Unknown"
Alabama,10327,Not Distracted
Alabama,10327,Not Distracted
Alabama,10327,Not Distracted
Alabama,10328,"Distraction (Distracted), Details Unknown"
Alabama,10329,Not Distracted
Alabama,10329,Not Distracted
Alabama,10330,Not Distracted
Alabama,10330,Not Distracted
Alabama,10331,Not Distracted
Alabama,10331,Not Distracted
Alabama,10332,Not Distracted
Alabama,10333,Not Distracted
Alabama,10333,Not Distracted
Alabama,10334,Not Distracted
Alabama,10334,Not Distracted
Alabama,10335,Not Distracted
Alabama,10336,Not Distracted
Alabama,10337,Not Distracted
Alabama,10338,Not Distracted
Alabama,10338,Not Distracted
Alabama,10339,Not Distracted
Alabama,10339,Not Distracted
Alabama,10340,Not Distracted
Alabama,10341,Unknown if Distracted
Alabama,10342,Not Distracted
Alabama,10343,Not Distracted
Alabama,10344,Not Distracted
Alabama,10345,Not Distracted
Alabama,10346,Not Distracted
Alabama,10346,Not Distracted
Alabama,10347,Not Distracted
Alabama,10347,Not Distracted
Alabama,10348,Not Distracted
Alabama,10349,While Manipulating Cellular Phone
Alabama,10349,Not Distracted
Alabama,10350,Not Distracted
Alabama,10351,Not Distracted
Alabama,10352,Not Distracted
Alabama,10353,Not Distracted
Alabama,10353,Not Distracted
Alabama,10354,Not Distracted
Alabama,10355,Not Distracted
Alabama,10356,Not Distracted
Alabama,10357,Not Distracted
Alabama,10358,Not Distracted
Alabama,10359,Not Distracted
Alabama,10360,Not Distracted
Alabama,10360,Not Distracted
Alabama,10361,Not Distracted
Alabama,10361,Not Distracted
Alabama,10362,Not Distracted
Alabama,10363,Not Distracted
Alabama,10363,Not Distracted
Alabama,10364,Not Distracted
Alabama,10364,Not Distracted
Alabama,10365,Not Distracted
Alabama,10366,Not Distracted
Alabama,10367,Not Distracted
Alabama,10367,Not Distracted
Alabama,10367,Not Distracted
Alabama,10368,Not Distracted
Alabama,10368,Not Distracted
Alabama,10369,Not Distracted
Alabama,10369,Not Distracted
Alabama,10370,Not Distracted
Alabama,10371,Not Distracted
Alabama,10372,Not Distracted
Alabama,10373,Not Distracted
Alabama,10373,Not Distracted
Alabama,10374,Not Distracted
Alabama,10376,Not Distracted
Alabama,10376,Not Distracted
Alabama,10377,Not Distracted
Alabama,10378,Not Distracted
Alabama,10379,Not Distracted
Alabama,10380,Not Distracted
Alabama,10380,Not Distracted
Alabama,10380,Not Distracted
Alabama,10381,Not Distracted
Alabama,10381,Not Distracted
Alabama,10381,Not Distracted
Alabama,10382,Not Distracted
Alabama,10383,Not Distracted
Alabama,10384,By Other Occupant(s)
Alabama,10385,Not Distracted
Alabama,10386,Looked But Did Not See
Alabama,10386,Not Distracted
Alabama,10387,Not Distracted
Alabama,10388,Not Distracted
Alabama,10388,Not Distracted
Alabama,10389,While Talking or Listening to Cellular Phone
Alabama,10389,Not Distracted
Alabama,10389,Not Distracted
Alabama,10390,Not Distracted
Alabama,10390,Not Distracted
Alabama,10391,Not Distracted
Alabama,10391,Not Distracted
Alabama,10392,Not Distracted
Alabama,10393,Not Distracted
Alabama,10393,Not Distracted
Alabama,10394,Not Distracted
Alabama,10395,Not Distracted
Alabama,10396,Not Distracted
Alabama,10396,Not Distracted
Alabama,10396,Not Distracted
Alabama,10396,Not Distracted
Alabama,10397,Not Distracted
Alabama,10397,Not Distracted
Alabama,10398,Not Distracted
Alabama,10398,Not Distracted
Alabama,10399,Not Distracted
Alabama,10400,Not Distracted
Alabama,10400,Not Distracted
Alabama,10401,Not Distracted
Alabama,10402,Not Distracted
Alabama,10403,Not Distracted
Alabama,10404,Not Distracted
Alabama,10404,Not Distracted
Alabama,10405,Not Distracted
Alabama,10406,Not Distracted
Alabama,10406,Not Distracted
Alabama,10407,Not Distracted
Alabama,10407,Not Distracted
Alabama,10408,Not Distracted
Alabama,10409,Not Distracted
Alabama,10410,Not Distracted
Alabama,10411,While Using Other Component/Controls Integral to Vehicle
Alabama,10412,Not Distracted
Alabama,10413,Not Distracted
Alabama,10413,Not Distracted
Alabama,10414,Not Distracted
Alabama,10415,Not Distracted
Alabama,10416,Not Distracted
Alabama,10416,Not Distracted
Alabama,10417,Not Distracted
Alabama,10418,Not Distracted
Alabama,10419,Not Distracted
Alabama,10420,Not Distracted
Alabama,10421,Not Distracted
Alabama,10421,Not Distracted
Alabama,10422,Not Distracted
Alabama,10422,Not Distracted
Alabama,10423,Not Distracted
Alabama,10424,Not Distracted
Alabama,10425,Not Distracted
Alabama,10425,Not Distracted
Alabama,10426,Not Distracted
Alabama,10426,Not Distracted
Alabama,10427,Not Distracted
Alabama,10428,Not Distracted
Alabama,10428,Not Distracted
Alabama,10428,Not Distracted
Alabama,10428,Not Distracted
Alabama,10429,Not Distracted
Alabama,10430,Not Distracted
Alabama,10430,Not Distracted
Alabama,10431,Not Distracted
Alabama,10432,Not Distracted
Alabama,10432,Not Distracted
Alabama,10433,Not Distracted
Alabama,10433,Not Distracted
Alabama,10434,Not Distracted
Alabama,10434,Not Distracted
Alabama,10435,Not Distracted
Alabama,10436,Not Distracted
Alabama,10436,Not Distracted
Alabama,10437,Not Distracted
Alabama,10438,Not Distracted
Alabama,10439,Not Distracted
Alabama,10439,Not Distracted
Alabama,10440,Not Distracted
Alabama,10440,Not Distracted
Alabama,10441,Not Distracted
Alabama,10442,While Manipulating Cellular Phone
Alabama,10442,Not Distracted
Alabama,10443,Not Distracted
Alabama,10443,Not Distracted
Alabama,10444,Not Distracted
Alabama,10445,Not Distracted
Alabama,10446,Not Distracted
Alabama,10447,Not Distracted
Alabama,10447,Not Distracted
Alabama,10448,Not Distracted
Alabama,10449,Not Distracted
Alabama,10450,Not Distracted
Alabama,10451,By Other Occupant(s)
Alabama,10451,Not Distracted
Alabama,10452,Not Distracted
Alabama,10453,Not Distracted
Alabama,10453,Not Distracted
Alabama,10454,Unknown if Distracted
Alabama,10455,Not Distracted
Alabama,10455,Not Distracted
Alabama,10456,Not Distracted
Alabama,10456,Not Distracted
Alabama,10457,Not Distracted
Alabama,10458,Not Distracted
Alabama,10459,Not Distracted
Alabama,10459,Not Distracted
Alabama,10460,Not Distracted
Alabama,10460,Not Distracted
Alabama,10461,Not Distracted
Alabama,10461,Not Distracted
Alabama,10462,Not Distracted
Alabama,10463,Not Distracted
Alabama,10464,Not Distracted
Alabama,10464,Not Distracted
Alabama,10464,Not Distracted
Alabama,10465,Not Distracted
Alabama,10466,Not Distracted
Alabama,10466,Not Distracted
Alabama,10467,"Distraction (Distracted), Details Unknown"
Alabama,10467,Not Distracted
Alabama,10468,Not Distracted
Alabama,10468,Not Distracted
Alabama,10469,Not Distracted
Alabama,10470,Not Distracted
Alabama,10471,Not Distracted
Alabama,10472,Not Distracted
Alabama,10472,Not Distracted
Alabama,10473,Not Distracted
Alabama,10474,Not Distracted
Alabama,10474,Not Distracted
Alabama,10475,Not Distracted
Alabama,10476,Not Distracted
Alabama,10476,Not Distracted
Alabama,10477,Not Distracted
Alabama,10477,Not Distracted
Alabama,10478,Not Distracted
Alabama,10478,Not Distracted
Alabama,10479,Not Distracted
Alabama,10480,Not Distracted
Alabama,10480,Not Distracted
Alabama,10481,Not Distracted
Alabama,10482,Not Distracted
Alabama,10483,Not Distracted
Alabama,10483,Not Distracted
Alabama,10484,Not Distracted
Alabama,10485,Not Distracted
Alabama,10485,Not Distracted
Alabama,10486,Not Distracted
Alabama,10486,Not Distracted
Alabama,10487,Not Distracted
Alabama,10487,Not Distracted
Alabama,10488,Not Distracted
Alabama,10489,Not Distracted
Alabama,10490,Adjusting Audio Or Climate Controls
Alabama,10490,Not Distracted
Alabama,10490,Not Distracted
Alabama,10490,Not Distracted
Alabama,10491,No Driver Present/Unknown if Driver present
Alabama,10491,Not Distracted
Alabama,10492,Not Distracted
Alabama,10492,Not Distracted
Alabama,10493,Not Distracted
Alabama,10493,Not Distracted
Alabama,10494,Not Distracted
Alabama,10495,Not Distracted
Alabama,10496,Not Distracted
Alabama,10496,Not Distracted
Alabama,10497,Not Distracted
Alabama,10498,Not Distracted
Alabama,10499,Not Distracted
Alabama,10500,Not Distracted
Alabama,10500,Not Distracted
Alabama,10501,Not Distracted
Alabama,10501,Not Distracted
Alabama,10502,Not Distracted
Alabama,10502,Not Distracted
Alabama,10502,Not Distracted
Alabama,10503,Not Distracted
Alabama,10504,Not Distracted
Alabama,10504,Not Distracted
Alabama,10504,Not Distracted
Alabama,10505,Not Distracted
Alabama,10505,Not Distracted
Alabama,10506,Not Distracted
Alabama,10507,Not Distracted
Alabama,10507,No Driver Present/Unknown if Driver present
Alabama,10508,Not Distracted
Alabama,10509,Not Distracted
Alabama,10509,Not Distracted
Alabama,10510,Not Distracted
Alabama,10510,Not Distracted
Alabama,10511,Not Distracted
Alabama,10511,Not Distracted
Alabama,10512,Not Distracted
Alabama,10513,Not Distracted
Alabama,10513,Not Distracted
Alabama,10514,Not Distracted
Alabama,10514,Not Distracted
Alabama,10515,Not Distracted
Alabama,10515,Not Distracted
Alabama,10516,Not Distracted
Alabama,10516,Not Distracted
Alabama,10517,Not Distracted
Alabama,10517,Not Distracted
Alabama,10518,Not Distracted
Alabama,10519,Not Distracted
Alabama,10520,By Other Occupant(s)
Alabama,10521,Not Distracted
Alabama,10522,Not Distracted
Alabama,10523,By Other Occupant(s)
Alabama,10524,Not Distracted
Alabama,10525,Eating or Drinking
Alabama,10525,Not Distracted
Alabama,10526,Not Distracted
Alabama,10527,Not Distracted
Alabama,10528,Not Distracted
Alabama,10529,Not Distracted
Alabama,10529,Not Distracted
Alabama,10529,Not Distracted
Alabama,10529,Not Distracted
Alabama,10530,"Distraction (Distracted), Details Unknown"
Alabama,10531,Not Distracted
Alabama,10532,Not Distracted
Alabama,10533,Not Distracted
Alabama,10534,Not Distracted
Alabama,10534,Not Distracted
Alabama,10535,Not Distracted
Alabama,10536,Not Distracted
Alabama,10537,Not Distracted
Alabama,10537,Not Distracted
Alabama,10538,Not Distracted
Alabama,10539,Not Distracted
Alabama,10539,Not Distracted
Alabama,10540,Not Distracted
Alabama,10541,Not Distracted
Alabama,10542,Not Distracted
Alabama,10543,Not Distracted
Alabama,10543,While Talking or Listening to Cellular Phone
Alabama,10543,Not Distracted
Alabama,10544,Not Distracted
Alabama,10544,Not Distracted
Alabama,10545,Not Distracted
Alabama,10546,Not Distracted
Alabama,10546,Not Distracted
Alabama,10547,Not Distracted
Alabama,10548,Not Distracted
Alabama,10548,Not Distracted
Alabama,10549,Not Distracted
Alabama,10549,Not Distracted
Alabama,10549,Not Distracted
Alabama,10550,Not Distracted
Alabama,10551,Not Distracted
Alabama,10552,Not Distracted
Alabama,10553,Not Distracted
Alabama,10553,Not Distracted
Alabama,10554,Not Distracted
Alabama,10554,Not Distracted
Alabama,10555,Not Distracted
Alabama,10555,Not Distracted
Alabama,10556,Not Distracted
Alabama,10556,Not Distracted
Alabama,10556,Not Distracted
Alabama,10556,Not Distracted
Alabama,10557,Not Distracted
Alabama,10557,No Driver Present/Unknown if Driver present
Alabama,10558,Not Distracted
Alabama,10558,Not Distracted
Alabama,10559,Not Distracted
Alabama,10559,Not Distracted
Alabama,10560,Unknown if Distracted
Alabama,10561,Not Distracted
Alabama,10562,Not Distracted
Alabama,10563,Not Distracted
Alabama,10564,Not Distracted
Alabama,10565,Not Distracted
Alabama,10565,Not Distracted
Alabama,10566,Not Distracted
Alabama,10566,Not Distracted
Alabama,10567,Not Distracted
Alabama,10567,Not Distracted
Alabama,10568,Not Distracted
Alabama,10569,Not Distracted
Alabama,10570,Not Distracted
Alabama,10570,Not Distracted
Alabama,10571,Not Distracted
Alabama,10572,Not Distracted
Alabama,10573,Not Distracted
Alabama,10574,Not Distracted
Alabama,10575,Not Distracted
Alabama,10576,Not Distracted
Alabama,10577,Not Distracted
Alabama,10577,Not Distracted
Alabama,10578,Not Distracted
Alabama,10579,Not Distracted
Alabama,10580,Not Distracted
Alabama,10581,Not Distracted
Alabama,10581,Not Distracted
Alabama,10582,Not Distracted
Alabama,10582,Not Distracted
Alabama,10583,Not Distracted
Alabama,10584,Not Distracted
Alabama,10585,Not Distracted
Alabama,10585,Not Distracted
Alabama,10586,Not Distracted
Alabama,10587,Not Distracted
Alabama,10587,Not Distracted
Alabama,10588,Not Distracted
Alabama,10588,Not Distracted
Alabama,10589,Not Distracted
Alabama,10589,Not Distracted
Alabama,10590,Not Distracted
Alabama,10591,Not Distracted
Alabama,10592,Not Distracted
Alabama,10592,Not Distracted
Alabama,10593,Not Distracted
Alabama,10593,Not Distracted
Alabama,10593,Not Distracted
Alabama,10594,Not Distracted
Alabama,10595,Not Distracted
Alabama,10595,Not Distracted
Alabama,10596,Not Distracted
Alabama,10596,Not Distracted
Alabama,10597,Not Distracted
Alabama,10598,Not Distracted
Alabama,10599,Not Distracted
Alabama,10600,Not Distracted
Alabama,10601,Not Distracted
Alabama,10602,Not Distracted
Alabama,10603,Not Distracted
Alabama,10604,Not Distracted
Alabama,10605,Not Distracted
Alabama,10606,Not Distracted
Alabama,10607,Not Distracted
Alabama,10608,Not Distracted
Alabama,10609,Not Distracted
Alabama,10609,Not Distracted
Alabama,10610,While Manipulating Cellular Phone
Alabama,10611,Not Distracted
Alabama,10612,Not Distracted
Alabama,10613,Not Distracted
